customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,ChargeIncreaseRatio,TenureGroup,IsNewCustomer,ServiceCount,HasInternet,HasPhone,IsFiber,HasStreaming,HasSupportBundle,IsMonthToMonth,IsAutoPay,IsElectronicCheck,HasFamily,ChurnNumeric,ChurnProbability,PredictedChurn,ChurnRiskCohort
2636-ALXXZ,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,69.6,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9772442706444059,1,High Risk (>=70%)
8375-DKEBR,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,69.6,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9772442706444059,1,High Risk (>=70%)
8062-YBDOE,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,69.65,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9771065441815081,1,High Risk (>=70%)
8775-LHDJH,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,Yes,90.6,1.0,New (0-6),1,2,1,1,1,1,0,1,0,1,1,1,0.9770816189065351,1,High Risk (>=70%)
5539-TMZLF,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,Yes,69.75,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9768843219592858,1,High Risk (>=70%)
7206-GZCDC,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,69.25,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9766815634447956,1,High Risk (>=70%)
3716-BDVDB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,Yes,69.1,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9766763899474741,1,High Risk (>=70%)
9248-OJYKK,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,76.45,Yes,76.45,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9764708968503136,1,High Risk (>=70%)
8580-AECUZ,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,79.1,Yes,79.1,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9757715798026205,1,High Risk (>=70%)
9885-CSMWE,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,Yes,78.45,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9757699206189089,1,High Risk (>=70%)
1285-OKIPP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,79.9,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.975756591453288,1,High Risk (>=70%)
7851-WZEKY,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Yes,98.45,0.9664804469273744,New (0-6),1,2,1,1,1,1,0,1,0,1,0,1,0.975311177213142,1,High Risk (>=70%)
5393-RXQSZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,79.6,Yes,79.6,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9749288010609557,1,High Risk (>=70%)
5550-VFRLC,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,69.85,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9747135913151614,1,High Risk (>=70%)
6894-LFHLY,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,75.75,Yes,75.75,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9744708968503137,1,High Risk (>=70%)
2777-PHDEI,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,Yes,78.05,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.974432157862154,1,High Risk (>=70%)
2868-MZAGQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,79.25,Yes,79.25,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9740688644683636,1,High Risk (>=70%)
7908-QCBCA,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,69.4,1.0,New (0-6),1,0,1,1,1,0,0,1,0,0,1,1,0.9740329458795756,1,High Risk (>=70%)
8058-INTPH,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,Yes,79.65,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9740046453420532,1,High Risk (>=70%)
4424-TKOPW,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,Yes,98.375,0.9540025412960608,New (0-6),1,2,1,1,1,1,0,1,0,1,0,1,0.9728693606662764,1,High Risk (>=70%)
4110-PFEUZ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,Yes,69.55,1.0,New (0-6),1,0,1,1,1,0,0,1,0,0,0,1,0.9727026674652647,1,High Risk (>=70%)
2720-WGKHP,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,Yes,90.85,1.034672537149147,New (0-6),1,2,1,1,1,1,0,1,0,1,0,1,0.9725853955763916,1,High Risk (>=70%)
5960-WPXQM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,Yes,79.05,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9723203121904476,1,High Risk (>=70%)
7294-TMAOP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,Yes,90.55,1.0,New (0-6),1,2,1,1,1,1,0,1,0,1,0,1,0.9722754087167303,1,High Risk (>=70%)
8603-IJWDN,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,86.6,Yes,86.6,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9719968774719918,1,High Risk (>=70%)
5240-IJOQT,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,74.7,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9719899618286163,1,High Risk (>=70%)
0295-PPHDO,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,Yes,95.45,1.0,New (0-6),1,2,1,1,1,1,0,1,0,1,0,1,0.9719073617959159,1,High Risk (>=70%)
8740-CRYFY,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,78.95,Yes,78.95,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9718110529311882,1,High Risk (>=70%)
1761-AEZZR,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,79.55,Yes,79.55,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9717994788571143,1,High Risk (>=70%)
2514-GINMM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,Yes,79.5,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9717994788571143,1,High Risk (>=70%)
3068-OMWZA,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,Yes,88.8,1.0,New (0-6),1,2,1,1,1,1,1,1,0,1,0,1,0.9716595647647838,1,High Risk (>=70%)
5134-IKDAY,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,69.8,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,1,1,0.9712075540254962,1,High Risk (>=70%)
5797-APWZC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,90.6,1.0,New (0-6),1,2,1,1,1,1,0,1,0,1,0,1,0.9711529597371386,1,High Risk (>=70%)
2506-TNFCO,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,69.55,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,1,1,0.9708279678066745,1,High Risk (>=70%)
1069-XAIEM,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,85.05,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9707724200555462,1,High Risk (>=70%)
3551-HUAZH,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes,74.4,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9706809199932587,1,High Risk (>=70%)
4988-IQIGL,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,75.35,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.9705581454903655,1,High Risk (>=70%)
8098-LLAZX,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,Yes,99.025,0.963898005554153,New (0-6),1,2,1,1,1,1,0,1,0,1,0,1,0.9703358790897708,1,High Risk (>=70%)
4826-XTSOH,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05,86.05,Yes,86.05,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,1,1,0.9703234328535384,1,High Risk (>=70%)
3776-EKTKM,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,Yes,36.45,1.0,New (0-6),1,1,1,0,0,1,0,1,0,1,0,1,0.970190842541777,1,High Risk (>=70%)
3387-VATUS,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,Yes,92.56,1.0247407087294726,New (0-6),1,2,1,1,1,1,0,1,1,0,0,1,0.9691655269981155,1,High Risk (>=70%)
9282-IZGQK,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,85.0,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9687641829033339,1,High Risk (>=70%)
6513-EECDB,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,Yes,73.55,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,1,1,0.967823705788527,1,High Risk (>=70%)
0841-NULXI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,Yes,35.55,1.0,New (0-6),1,1,1,0,0,1,0,1,0,1,0,1,0.9676519630245337,1,High Risk (>=70%)
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,35.45,1.0,New (0-6),1,1,1,0,0,1,0,1,0,1,0,1,0.9676519630245337,1,High Risk (>=70%)
6892-EZDTG,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes,91.35,1.0032840722495897,New (0-6),1,2,1,1,1,1,0,1,0,1,1,1,0.9673038448823055,1,High Risk (>=70%)
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,74.5,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,1,1,0.9668560366823807,1,High Risk (>=70%)
4806-HIPDW,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,68.95,Yes,68.95,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,1,1,0.9663128098322431,1,High Risk (>=70%)
1086-LXKFY,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,69.1,Yes,69.1,1.0,New (0-6),1,0,1,1,1,0,0,1,0,0,1,1,0.966190176203214,1,High Risk (>=70%)
2012-NWRPA,Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,102.83636363636364,0.9680427864214992,Early (7-12),0,3,1,1,1,1,1,1,0,1,1,1,0.9661365028364127,1,High Risk (>=70%)
6108-OQZDQ,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,384.5,Yes,96.125,1.018985695708713,New (0-6),1,3,1,1,1,1,0,1,0,1,1,1,0.9657420461047199,1,High Risk (>=70%)
4228-ZGYUW,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,92.025,0.97853844064113,New (0-6),1,2,1,1,1,1,0,1,0,1,0,1,0.9656452957913672,1,High Risk (>=70%)
4143-OOBWZ,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.3,416.3,Yes,83.26,0.9764592841700696,New (0-6),1,1,1,1,1,0,0,1,0,1,1,1,0.9651883607324928,1,High Risk (>=70%)
4822-RVYBB,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,Yes,102.425,0.982182084452038,Early (7-12),0,3,1,1,1,1,1,1,0,1,0,1,0.9650129996798135,1,High Risk (>=70%)
3988-RQIXO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,Yes,91.3,1.0,New (0-6),1,2,1,1,1,1,0,1,0,1,0,1,0.964694620369072,1,High Risk (>=70%)
5178-LMXOP,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,95.1,1.0,New (0-6),1,2,1,1,1,1,0,1,0,1,1,1,0.9646404238646409,1,High Risk (>=70%)
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,90.75,0.943801652892562,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9646386126440095,1,High Risk (>=70%)
5884-GCYMI,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,69.4,1.0,New (0-6),1,0,1,1,1,0,0,1,0,0,0,1,0.9644739198955322,1,High Risk (>=70%)
8000-REIQB,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,69.95,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.964467114385244,1,High Risk (>=70%)
6230-BSUXY,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,85.0,1.0,New (0-6),1,2,1,1,1,1,1,1,0,1,0,1,0.9641753223731143,1,High Risk (>=70%)
8372-JUXUI,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,74.35,1.0,New (0-6),1,0,1,1,1,0,0,1,0,1,1,1,0.9640479350607444,1,High Risk (>=70%)
7493-TPUWZ,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,79.15,Yes,79.15,1.0,New (0-6),1,1,1,1,1,0,0,1,0,1,0,1,0.9638694091990271,1,High Risk (>=70%)
7216-EWTRS,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes,100.8,1.0,New (0-6),1,3,1,1,1,1,1,1,0,1,1,1,0.963822254883581,1,High Risk (>=70%)
9546-CQJSU,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,Yes,96.8,0.944214876033058,New (0-6),1,2,1,1,1,1,1,1,0,1,0,1,0.962772233737928,1,High Risk (>=70%)
9305-CDSKC,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,820.5,Yes,102.5625,0.9716026812918952,Early (7-12),0,3,1,1,1,1,1,1,0,1,0,1,0.9627685705969117,1,High Risk (>=70%)
3049-NDXFL,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,85.8,Yes,85.8,1.0,New (0-6),1,1,1,1,1,1,0,1,0,0,0,1,0.9627465822056168,1,High Risk (>=70%)
9300-RENDD,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,Yes,79.95,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.9625623923757136,1,High Risk (>=70%)
2656-TABEH,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,Yes,105.05,0.9538315088053309,New (0-6),1,3,1,1,1,1,0,1,0,1,1,1,0.9616740145162822,1,High Risk (>=70%)
2004-OCQXK,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.95,81.95,Yes,81.95,1.0,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.961540210789175,1,High Risk (>=70%)
